Date,Time,Ptch(rad),Roll(rad),Yaw(rad),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),FM,GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,RxBt(V),Curr(A),Capa(mAh),Bat%(%),VSpd(m/s),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,arm,SG,SH,SI,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-05-04,13:36:30.030,-0.24,0.00,0.46,-35,0,100,13,0,5,50,-26,100,15,"OK",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,-0.1,4,2,-1010,0,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,995,1501,2012,1500,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:30.530,-0.24,0.00,0.46,-45,0,100,14,0,5,50,-46,100,15,"OK",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,-0.1,4,1,-609,-1,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,1196,1501,2012,1500,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:31.030,-0.25,0.00,0.46,-51,0,100,12,0,5,50,-47,100,13,"OK",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,-0.1,363,-1,-348,-3,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1500,1326,1634,2012,1501,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:31.530,-0.25,0.00,0.46,-48,0,100,13,0,5,50,-34,100,14,"OK",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,-0.1,217,-1,451,-3,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1500,1725,1577,2012,1501,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:32.030,-0.25,0.00,0.46,-44,0,100,14,0,5,50,-36,100,14,"MANU",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,-0.1,-751,0,66,0,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,1533,1177,2012,1500,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:32.530,-0.25,0.00,0.46,-42,0,99,14,0,5,50,-29,100,14,"MANU",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,0.0,-143,0,-30,1,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,1485,1450,2012,1500,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:33.030,-0.25,0.00,0.46,-38,0,99,14,0,5,50,-22,100,15,"MANU",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,0.0,-428,-3,773,4,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1499,1886,1339,2012,1499,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:33.530,-0.25,0.00,0.46,-32,0,100,14,0,5,50,-24,100,14,"MANU",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,0.0,1,-2,1024,2,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1500,2012,1500,2012,1500,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:34.030,-0.25,0.00,0.46,-35,0,100,14,0,5,50,-39,100,14,"MANU",53.759527 -1.543953,0.2,231.40,-1,8,12.4,0.5,41,95,0.0,385,-110,814,-3,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1471,1907,1643,2012,1501,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:34.530,-0.25,0.00,0.46,-48,0,100,14,0,5,50,-46,100,14,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,12.4,0.5,41,95,0.0,23,-598,1023,-276,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1419,1333,2011,1508,2012,1581,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:35.030,-0.25,0.00,0.46,-48,0,100,14,0,5,50,-35,100,15,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,12.4,0.5,41,95,0.0,10,-466,1024,-500,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1350,1372,2012,1503,2012,1650,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:35.530,-0.25,0.00,0.46,-45,0,100,14,0,5,50,-38,100,15,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,0.0,2,-2,1024,-604,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1317,1500,2012,1500,2012,1683,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:36.030,-0.25,0.00,0.46,-48,0,100,14,0,5,50,-55,100,14,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,0.0,1,-1,790,-658,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1299,1500,1895,1500,2012,1701,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:36.530,-0.42,0.00,-1.04,-51,0,100,14,0,5,50,-45,100,16,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,0.0,2,4,684,-444,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1368,1501,1842,1501,2012,1632,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:37.030,-0.42,0.00,-1.04,-54,0,99,14,0,5,50,-47,100,14,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,0.0,1,292,645,-252,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1426,1579,1822,1500,2012,1574,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:37.530,-0.42,0.00,-1.04,-57,0,100,14,0,5,50,-48,100,14,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,0.0,2,642,628,-62,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1482,1680,1814,1500,2012,1518,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:38.030,-0.42,0.00,-1.04,-65,0,100,13,0,5,50,-56,100,14,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,3.7,3,646,613,-6,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1682,1806,1501,2012,1501,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:38.530,-0.42,0.00,-1.04,-72,0,99,14,0,5,50,-69,100,13,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,3.7,5,3,589,-603,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1317,1500,1795,1501,2012,1683,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:39.030,-0.42,0.00,-1.04,-79,0,97,12,0,5,50,-71,100,13,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,3.7,3,4,595,272,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1580,1501,1797,1501,2012,1420,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:39.530,-0.42,0.00,-1.04,-82,0,97,11,0,5,50,-73,100,12,"MANU",53.759527 -1.543955,0.4,251.50,-1,8,11.7,14.4,49,68,3.7,3,2,612,367,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1609,1500,1806,1501,2012,1391,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:40.030,-0.42,0.00,-1.04,-76,0,99,13,0,5,50,-55,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.7,14.4,49,68,3.7,3,4,572,408,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1621,1501,1786,1501,2012,1379,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:40.530,-0.42,0.00,-1.04,-63,0,98,14,0,5,50,-54,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.7,14.4,49,68,3.7,3,-2,553,334,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1599,1500,1776,1500,2012,1401,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:41.030,-0.42,0.00,-1.04,-65,0,98,14,0,5,50,-58,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,3.7,4,-69,532,195,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1557,1482,1766,1501,2012,1443,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:41.530,-0.42,0.00,-1.04,-67,0,98,14,0,5,50,-63,100,15,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,3.7,3,-2,524,95,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1527,1500,1762,1501,2012,1473,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:42.030,-0.20,0.24,-2.78,-77,0,99,13,0,5,50,-68,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,3.7,5,-202,483,34,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1510,1446,1741,1501,2012,1490,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:42.530,-0.20,0.24,-2.78,-73,0,100,13,0,5,50,-67,100,9,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,3.7,105,-272,518,-273,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1420,1426,1759,1537,2012,1585,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:43.030,-0.20,0.24,-2.78,-68,0,100,14,0,5,50,-61,100,13,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,3.7,7,-270,503,-151,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1456,1427,1751,1502,2012,1544,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:43.530,-0.20,0.24,-2.78,-70,0,100,14,0,5,50,-59,100,15,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,0.2,5,-307,524,-199,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1442,1417,1762,1501,2012,1558,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:44.030,-0.20,0.24,-2.78,-66,0,98,14,0,5,50,-57,100,13,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,0.2,4,-160,493,-421,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1375,1457,1746,1501,2012,1625,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:44.530,-0.20,0.24,-2.78,-64,0,100,14,0,5,50,-56,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,0.2,3,-2,400,-13,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1496,1500,1700,1501,2012,1504,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:45.030,-0.20,0.24,-2.78,-64,0,99,14,0,5,50,-58,100,14,"MANU",53.759590 -1.544464,22.9,260.30,7,7,11.9,9.1,67,74,0.2,3,-3,398,-7,12,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1498,1499,1699,1501,2012,1502,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:45.530,-0.20,0.24,-2.78,-64,0,100,14,0,5,50,-62,100,14,"MANU",53.759214 -1.544985,45.4,268.60,13,8,11.9,9.1,67,74,0.2,3,-81,398,-321,13,-1024,-93,-1024,1024,-1,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1405,1478,1699,1501,2012,1595,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:46.030,-0.20,0.24,-2.78,-67,0,100,14,0,5,50,-65,100,14,"MANU",53.759214 -1.544985,45.4,268.60,13,8,11.9,9.1,67,74,0.2,3,-110,399,-293,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1414,1474,1699,1500,2012,1586,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:46.530,-0.20,0.24,-2.78,-69,0,99,14,0,5,50,-59,100,14,"MANU",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,2,-94,398,-3,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1475,1699,1500,2012,1501,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:47.030,-0.20,0.24,-2.78,-65,0,100,14,0,5,50,-55,100,15,"MANU",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,4,-449,475,4,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1501,1376,1737,1501,2012,1499,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:47.530,0.00,0.07,0.29,-62,0,100,14,0,5,50,-55,100,13,"MANU",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,2,-482,532,9,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1502,1367,1766,1500,2012,1498,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:48.030,0.00,0.07,0.29,-61,0,99,14,0,5,50,-58,100,13,"MANU",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,2,-648,572,0,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1318,1786,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:48.530,0.00,0.07,0.29,-63,0,100,14,0,5,50,-56,100,14,"ANGL",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,3,-919,657,-4,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1499,1230,1828,1501,2012,1501,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:49.030,0.00,0.07,0.29,-66,0,99,14,0,5,50,-59,100,14,"ANGL",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.2,2,-124,597,0,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1467,1798,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:49.530,0.00,0.07,0.29,-59,0,100,14,0,5,50,-48,100,14,"ANGL",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.5,2,-922,602,0,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1229,1801,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:50.030,0.00,0.07,0.29,-54,0,100,14,0,5,50,-49,100,13,"ANGL",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.5,2,-1024,620,1,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1193,1810,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:50.530,0.00,0.07,0.29,-55,0,99,14,0,5,50,-51,100,14,"ANGL",53.759214 -1.544985,45.4,268.60,13,8,12.0,5.9,78,79,0.5,2,-968,682,0,13,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1213,1841,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:51.030,0.00,0.07,0.29,-61,0,99,14,0,5,50,-59,100,15,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,12.0,5.9,78,79,0.5,2,-334,680,0,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1409,1840,1500,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:51.530,0.00,0.07,0.29,-66,0,99,14,0,5,50,-51,100,13,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,12.0,5.9,78,79,0.5,3,-167,679,2,12,-1024,-93,-1024,1024,-1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1455,1839,1501,2012,1500,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:52.030,0.00,0.07,0.29,-65,0,99,14,0,5,50,-69,100,13,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,12.0,5.9,78,79,0.5,3,-342,680,1,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1500,1345,1840,1501,2012,1499,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:52.530,0.00,0.07,0.29,-68,0,99,14,0,5,50,-62,100,15,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.5,14,-978,391,124,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1556,1016,1695,1505,2012,1444,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:53.030,-0.05,0.02,0.37,-63,0,99,14,0,5,50,-54,100,15,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.5,4,-209,479,12,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1505,1406,1739,1501,2012,1495,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:53.530,-0.05,0.02,0.37,-62,0,100,14,0,5,50,-55,100,15,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.5,2,-116,635,455,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1709,1448,1817,1500,2012,1291,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:54.030,-0.05,0.02,0.37,-65,0,97,14,0,5,50,-58,100,14,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.5,3,-2,710,769,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1867,1499,1855,1501,2012,1133,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:54.530,-0.05,0.02,0.37,-64,0,99,14,0,5,50,-56,100,14,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.5,111,-382,710,517,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1739,1326,1855,1539,2012,1261,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:55.030,-0.05,0.02,0.37,-64,0,99,14,0,5,50,-60,100,13,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.7,160,-451,730,667,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1814,1293,1865,1556,2012,1186,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:55.530,-0.05,0.02,0.37,-71,0,100,14,0,5,50,-67,100,14,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.7,110,-597,760,312,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1641,1222,1880,1539,2012,1359,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,13:36:56.030,-0.05,0.02,0.37,-72,0,99,13,0,5,50,-63,100,13,"ANGL",53.759832 -1.545030,55.7,21.90,17,8,11.8,9.8,90,72,0.7,127,-383,767,719,12,-1024,-93,-1024,1024,1,0,-1,-1,-1,1,-1,-1,-1,0x0000000000000000,1841,1325,1883,1544,2012,1159,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
