Date,Time,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),RxBt(V),Curr(A),Capa(mAh),Bat%(%),GPS,GSpd(kmh),Hdg(°),Alt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,arm,SG,SH,SI,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-05-04,12:53:50.230,-63,-49,100,10,1,8,25,-48,100,10,15.8,0.0,0,0,53.759596 -1.544298,47.3,216.36,196,10,5,4,702,-223,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1460,1471,1851,1501,1500,1487,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:51.230,-49,-61,100,11,0,8,25,-47,100,9,15.8,0.0,0,0,53.759596 -1.544298,47.3,216.36,196,10,3,-37,516,-200,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1453,1479,1758,1501,1500,1480,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:52.230,-62,-69,100,10,0,8,25,-56,100,10,15.8,0.0,0,0,53.759398 -1.544509,54.0,205.07,196,10,5,1,475,403,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1276,1472,1738,1501,1500,1292,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:53.230,-65,-55,100,11,1,8,25,-49,100,11,15.8,0.0,0,0,53.759398 -1.544509,54.0,205.07,196,10,47,-150,480,41,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1385,1499,1740,1513,1500,1408,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:54.230,-66,-61,100,11,1,8,25,-54,100,10,15.8,0.0,0,0,53.759148 -1.544645,53.7,189.71,197,10,117,-349,478,3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1395,1536,1739,1533,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:55.230,-54,-64,100,10,0,8,25,-67,100,11,15.7,0.0,0,0,53.759148 -1.544645,53.7,189.71,197,10,9,-348,478,-2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1536,1739,1502,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:56.230,-87,-57,100,10,1,8,25,-53,100,10,15.7,0.0,0,0,53.758931 -1.544808,50.7,223.50,200,10,3,-5,467,-321,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1490,1473,1733,1501,1500,1518,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:57.230,-87,-55,100,10,1,8,25,-53,100,11,15.7,0.0,0,0,53.758931 -1.544808,50.7,223.50,200,10,4,-6,462,-327,12,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1492,1473,1731,1501,1500,1520,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:58.230,-87,-58,100,10,1,8,25,-67,100,11,15.7,0.0,0,0,53.758886 -1.545186,55.3,290.42,203,9,5,-1,470,362,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1289,1473,1735,1501,1500,1307,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:53:59.230,-80,-59,100,11,1,8,25,-56,100,12,15.8,0.0,0,0,53.758886 -1.545186,55.3,290.42,203,9,145,-101,481,688,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1167,1490,1740,1541,1500,1177,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:00.230,-64,-63,100,11,1,8,25,-58,100,11,15.8,0.0,0,0,53.759059 -1.545683,65.1,302.91,204,10,5,-112,325,-109,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1430,1492,1657,1501,1500,1455,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:01.230,-78,-74,100,9,1,8,25,-60,100,11,15.8,0.0,0,0,53.759059 -1.545683,65.1,302.91,204,10,5,-29,147,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1477,1573,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:02.230,-78,-56,100,10,1,8,25,-55,100,11,15.8,0.0,0,0,53.759276 -1.546040,67.0,-302.34,205,10,4,-225,197,-364,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1503,1512,1598,1501,1500,1533,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:03.230,-68,-62,99,11,1,8,25,-53,100,10,15.8,0.0,0,0,53.759276 -1.546040,67.0,-302.34,205,10,2,-2,179,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1473,1590,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:04.230,-68,-60,100,11,1,8,25,-51,100,11,15.8,0.0,0,0,53.759558 -1.545903,65.8,41.90,204,10,1,-3,224,9,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1393,1473,1612,1500,1500,1417,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:05.230,-69,-63,100,11,1,8,25,-56,100,9,15.8,0.0,0,0,53.759558 -1.545903,65.8,41.90,204,10,1,-9,192,127,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1361,1474,1596,1500,1500,1382,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:06.230,-61,-76,100,10,0,8,25,-55,100,10,15.8,0.0,0,0,53.759756 -1.545481,63.4,50.02,203,10,1,-2,206,-4,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1473,1603,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:07.230,-63,-52,100,10,1,8,25,-54,100,10,15.8,0.0,0,0,53.759756 -1.545481,63.4,50.02,203,10,2,2,196,289,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1313,1472,1598,1500,1500,1331,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:08.230,-63,-54,100,10,1,8,25,-58,100,11,15.8,0.0,0,0,53.759993 -1.545206,59.0,25.14,205,10,10,1,199,478,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1250,1472,1605,1506,1500,1265,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:09.230,-57,-76,100,10,0,8,25,-54,100,12,15.8,0.0,0,0,53.759993 -1.545206,59.0,25.14,205,10,10,-4,360,-1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1473,1680,1503,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:10.230,-61,-60,100,10,1,8,25,-55,100,10,15.8,0.0,0,0,53.760262 -1.545069,56.8,13.22,206,10,1,-6,394,-5,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1473,1697,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:11.230,-61,-53,100,11,1,8,25,-57,100,11,15.8,0.0,0,0,53.760262 -1.545069,56.8,13.22,206,10,1,2,392,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1472,1696,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:12.230,-68,-60,100,11,1,8,25,-58,100,11,15.8,0.0,0,0,53.760480 -1.544894,61.1,32.46,204,10,1,9,387,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1471,1693,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:13.230,-61,-65,100,10,0,8,25,-62,100,11,15.8,0.0,0,0,53.760480 -1.544894,61.1,32.46,204,10,26,1,385,416,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1271,1472,1692,1507,1500,1288,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:14.230,-62,-65,100,11,0,8,25,-63,100,9,15.8,0.0,0,0,53.760697 -1.544523,65.4,41.76,202,10,238,-162,387,2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1500,1693,1568,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:15.230,-72,-69,100,10,1,8,25,-68,100,9,15.8,0.0,0,0,53.760953 -1.544189,66.6,48.32,200,10,4,-160,377,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1500,1688,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:16.230,-74,-78,100,9,0,8,25,-71,100,11,15.8,0.0,0,0,53.760953 -1.544189,66.6,48.32,200,10,4,-1,316,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1473,1658,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:17.230,-77,-65,100,9,1,8,25,-60,100,11,15.8,0.0,0,0,53.761030 -1.543698,59.5,102.45,199,10,-615,5,294,-6,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1398,1471,1646,1311,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:18.230,-77,-62,100,10,1,8,25,-60,100,10,15.8,0.0,0,0,53.761030 -1.543698,59.5,102.45,199,10,130,2,247,328,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1301,1472,1623,1536,1500,1322,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:19.230,-65,-61,100,10,1,8,25,-61,100,9,15.8,0.0,0,0,53.760908 -1.543335,56.5,129.42,198,10,7,-144,421,-1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1498,1710,1502,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:20.230,-67,-65,100,11,0,8,25,-68,100,10,15.8,0.0,0,0,53.760908 -1.543335,56.5,129.42,198,10,5,-21,392,2,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1476,1696,1501,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:21.230,-79,-69,100,10,0,8,25,-62,100,10,15.8,0.0,0,0,53.760774 -1.542973,54.8,155.67,197,10,270,-1,270,75,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1375,1473,1634,1577,1500,1398,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:22.230,-69,-67,100,10,1,8,25,-64,100,10,15.8,0.0,0,0,53.760774 -1.542973,54.8,155.67,197,10,2,-40,356,-309,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1486,1479,1678,1500,1500,1514,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:23.230,-78,-71,100,11,1,8,25,-67,100,10,15.8,0.0,0,0,53.760499 -1.542969,58.1,200.26,196,10,3,20,339,-182,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1448,1469,1669,1501,1500,1474,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:24.230,-78,-57,100,10,1,8,25,-72,100,11,15.8,0.0,0,0,53.760499 -1.542969,58.1,200.26,196,10,3,75,337,-3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1459,1668,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:25.230,-85,-63,99,10,1,8,25,-61,100,11,15.8,0.0,0,0,53.760268 -1.543291,62.6,230.03,195,10,3,13,344,-3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1470,1672,1501,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:26.230,-80,-57,100,11,1,8,25,-55,100,11,15.8,0.0,0,0,53.760268 -1.543291,62.6,230.03,195,10,4,6,1024,302,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1309,1471,2012,1501,1500,1327,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:27.230,-67,-56,100,10,1,8,25,-58,100,10,15.8,0.0,0,0,53.760083 -1.543651,57.3,222.23,195,10,4,9,201,294,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1311,1471,1600,1501,1500,1330,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:28.230,-67,-57,100,10,1,8,25,-60,100,10,15.4,0.0,0,0,53.760083 -1.543651,57.3,222.23,195,10,2,-4,210,-209,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1456,1473,1605,1500,1500,1483,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:29.230,-55,-70,100,10,0,8,25,-59,100,10,15.4,0.0,0,0,53.759872 -1.543936,55.9,217.13,197,10,2,6,212,-3,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1471,1606,1500,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:30.230,-67,-63,100,10,1,8,25,-57,100,10,15.8,0.0,0,0,53.759872 -1.543936,55.9,217.13,197,10,3,1,246,-136,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1435,1472,1623,1501,1500,1460,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:31.230,-67,-52,100,11,1,8,25,-51,100,10,15.8,0.0,0,0,53.759692 -1.544198,45.2,223.89,200,10,3,2,250,139,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1357,1472,1625,1501,1500,1379,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:32.230,-67,-54,100,11,1,8,25,-56,100,11,15.7,0.0,0,0,53.759692 -1.544198,45.2,223.89,200,10,3,-20,274,135,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1358,1476,1637,1501,1500,1380,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:33.230,-48,-55,100,11,0,8,25,-49,100,10,15.7,0.0,0,0,53.759526 -1.544403,41.7,209.35,200,10,6,-24,453,675,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1172,1477,1726,1501,1500,1183,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:34.230,-55,-60,100,11,0,8,25,-54,100,11,15.8,0.0,0,0,53.759526 -1.544403,41.7,209.35,200,10,11,-208,455,298,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1310,1509,1727,1503,1500,1328,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:35.230,-66,-65,100,11,1,8,25,-61,100,11,15.6,0.0,0,0,53.759328 -1.544528,50.5,183.84,197,10,33,-337,423,-85,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1420,1534,1711,1509,1500,1445,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:36.230,-69,-68,100,10,1,8,25,-73,100,10,15.6,0.0,0,0,53.759328 -1.544528,50.5,183.84,197,10,86,-203,357,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1508,1678,1524,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:37.230,-60,-66,100,10,0,8,25,-64,100,10,15.7,0.0,0,0,53.759084 -1.544653,50.8,221.77,198,10,2,-1,370,-610,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1593,1473,1685,1501,1500,1617,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:38.230,-58,-66,100,11,0,8,25,-56,100,10,15.7,0.0,0,0,53.759084 -1.544653,50.8,221.77,198,10,4,-5,373,-1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1473,1686,1501,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:39.230,-71,-61,100,10,1,8,25,-57,100,11,15.7,0.0,0,0,53.759033 -1.544998,52.1,284.73,202,10,123,-44,316,440,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1263,1480,1658,1535,1500,1279,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:40.230,-71,-63,100,10,1,8,25,-55,100,13,15.7,0.0,0,0,53.759142 -1.545360,58.8,302.06,203,10,159,-228,391,223,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1333,1513,1695,1545,1500,1353,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:41.230,-73,-69,100,10,1,8,25,-71,100,10,15.6,0.0,0,0,53.759142 -1.545360,58.8,302.06,203,10,161,-135,392,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1496,1696,1545,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:42.230,-84,-74,99,7,1,8,25,-80,100,9,15.6,0.0,0,0,53.759308 -1.545725,59.0,-321.86,203,10,-71,-79,393,-1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1486,1696,1481,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:43.230,-81,-55,100,11,1,8,25,-55,100,11,15.6,0.0,0,0,53.759308 -1.545725,59.0,-321.86,203,10,-321,-85,416,1,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1487,1708,1411,1500,1419,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:44.230,-81,-56,100,10,1,8,25,-54,100,11,15.6,0.0,0,0,53.759622 -1.545666,68.0,30.18,201,10,2,-5,532,0,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1396,1473,1766,1500,1500,1420,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:45.230,-66,-52,100,10,1,8,25,-50,100,12,15.6,0.0,0,0,53.759622 -1.545666,68.0,30.18,201,10,-235,2,456,-5,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1397,1472,1728,1437,1500,1421,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:46.230,-76,-50,100,10,1,8,25,-50,100,11,15.6,0.0,0,0,53.759840 -1.545291,72.5,52.95,199,8,3,-6,882,16,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1392,1473,1941,1501,1500,1415,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2026-05-04,12:54:47.230,-62,-60,99,11,0,8,25,-64,100,11,15.6,0.0,0,0,53.759840 -1.545291,72.5,52.95,199,8,1,-8,653,250,11,-1024,-93,-1024,1024,0,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000002,1325,1474,1826,1500,1500,1344,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
